,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
222,FDN34,15.6,1,0.0,Snack Foods,169.2132,OUT046,1997,Small,0,Supermarket Type1,2772.089368674053
223,FDS01,11.6,0,0.017741643999999997,Canned,178.3686,OUT035,2004,Small,1,Supermarket Type1,2859.049232525009
224,NCG55,16.25,0,0.039225552999999996,Household,116.2176,OUT045,2002,,1,Supermarket Type1,1813.4006842633062
225,FDC11,20.5,0,0.14176602900000002,Starchy Foods,87.4172,OUT035,2004,Small,1,Supermarket Type1,892.0520234543728
226,FDX35,5.035,1,0.08023606400000001,Breads,226.4036,OUT018,2009,Medium,2,Supermarket Type2,3538.7179357958157
227,NCB06,17.6,0,0.082332074,Health and Hygiene,160.392,OUT046,1997,Small,0,Supermarket Type1,2197.8790858029315
228,FDR09,12.860394607036962,0,0.136085739,Snack Foods,259.8962,OUT019,1985,Small,0,Grocery Store,3655.3059252719067
229,FDC53,8.68,0,0.008885671999999999,Frozen Foods,96.9384,OUT017,2007,,1,Supermarket Type1,1602.4936262429692
230,FDY45,17.5,0,0.0,Snack Foods,255.2356,OUT013,1987,High,2,Supermarket Type1,4479.903808075884
231,FDA22,7.435,0,0.14135594099999998,Starchy Foods,168.5158,OUT010,1998,,2,Grocery Store,2414.918984464719
232,FDE02,8.71,0,0.12122744699999999,Canned,95.2778,OUT035,2004,Small,1,Supermarket Type1,1124.1348561925734
233,FDW21,5.34,1,0.005975976,Snack Foods,100.8358,OUT045,2002,,1,Supermarket Type1,1814.6993988181312
234,FDV34,10.695,1,0.011425458000000001,Snack Foods,73.6038,OUT046,1997,Small,0,Supermarket Type1,1244.2236575622192
235,FDS59,14.8,1,0.043961689000000005,Breads,109.15700000000001,OUT049,1999,Medium,0,Supermarket Type1,1626.9213127517905
236,NCW17,18.0,0,0.01949589,Health and Hygiene,127.8994,OUT017,2007,,1,Supermarket Type1,2021.6069017029658
237,NCK54,12.15,0,0.029523375,Household,117.215,OUT046,1997,Small,0,Supermarket Type1,1764.3835686014972
238,FDG17,12.39452824519226,1,0.062751586,Frozen Foods,244.2486,OUT019,1985,Small,0,Grocery Store,3807.2632053991765
239,FDG35,21.2,1,0.0,Starchy Foods,173.0738,OUT017,2007,,1,Supermarket Type1,2880.243774295275
240,FDD08,8.3,0,0.059175952999999996,Fruits and Vegetables,37.8506,OUT010,1998,,2,Grocery Store,736.37335566615
241,NCO07,9.06,0,0.009831566,Others,211.15599999999998,OUT017,2007,,1,Supermarket Type1,3374.3463157080987
242,FDJ10,5.095,1,0.21676258399999998,Snack Foods,142.2838,OUT010,1998,,2,Grocery Store,1762.2290632968652
243,FDW36,11.15,0,0.057254675,Baking Goods,104.0622,OUT017,2007,,1,Supermarket Type1,1499.697939949434
244,FDW21,5.34,1,0.0,Snack Foods,101.0358,OUT010,1998,,2,Grocery Store,2057.750747612412
245,FDY19,19.75,0,0.041598912,Fruits and Vegetables,118.0466,OUT017,2007,,1,Supermarket Type1,1769.6340762643922
246,DRE03,19.6,0,0.024206741,Dairy,47.0718,OUT013,1987,High,2,Supermarket Type1,1133.5416420944093
247,NCC55,10.695,0,0.063862271,Household,38.1848,OUT049,1999,Medium,0,Supermarket Type1,366.86740310977984
248,FDH52,9.42,1,0.073484791,Frozen Foods,63.6194,OUT010,1998,,2,Grocery Store,1150.64832743206
249,FDO09,13.5,1,0.125983278,Snack Foods,264.691,OUT017,2007,,1,Supermarket Type1,3774.1102293407093
250,FDU43,19.35,1,0.058161092000000005,Fruits and Vegetables,239.4564,OUT045,2002,,1,Supermarket Type1,3720.2570445619313
251,FDX09,9.0,0,0.10921389999999999,Snack Foods,175.037,OUT010,1998,,2,Grocery Store,2652.592743300549
252,FDH40,12.39452824519226,1,0.138195491,Frozen Foods,83.1276,OUT019,1985,Small,0,Grocery Store,974.7593397396631
253,FDW58,20.75,0,0.007595816,Snack Foods,104.4622,OUT017,2007,,1,Supermarket Type1,1703.6262394057994
254,FDC47,15.0,0,0.11956313,Snack Foods,227.2694,OUT017,2007,,1,Supermarket Type1,3139.796833384138
255,NCR41,17.85,0,0.018020588,Health and Hygiene,94.4094,OUT035,2004,Small,1,Supermarket Type1,1540.761896696742
256,DRG49,7.81,0,0.067442541,Soft Drinks,244.7486,OUT035,2004,Small,1,Supermarket Type1,3683.3436926098657
257,FDC52,12.39452824519226,1,0.008239804,Dairy,152.2708,OUT027,1985,Medium,2,Supermarket Type3,2951.383457047097
258,FDY13,12.1,0,0.030127406000000002,Canned,74.567,OUT046,1997,Small,0,Supermarket Type1,1098.4832427652254
259,FDY35,17.6,1,0.016014343,Breads,44.0402,OUT013,1987,High,2,Supermarket Type1,1202.710746087636
260,FDI35,14.0,0,0.041524728999999996,Starchy Foods,181.7634,OUT017,2007,,1,Supermarket Type1,2771.281700827214
261,NCU18,15.1,0,0.055926872,Household,141.4496,OUT049,1999,Medium,0,Supermarket Type1,1999.604749625527
262,FDY33,14.5,1,0.097597084,Snack Foods,158.5262,OUT018,2009,Medium,2,Supermarket Type2,2390.972823382166
263,FDC15,12.860394607036962,0,0.177107232,Dairy,157.5288,OUT027,1985,Medium,2,Supermarket Type3,2224.611435015504
264,FDU01,20.25,1,0.0,Canned,186.4924,OUT049,1999,Medium,0,Supermarket Type1,3010.298894104755
265,NCU42,9.0,0,0.019506654,Household,169.5474,OUT046,1997,Small,0,Supermarket Type1,2627.3281978568157
266,NCV29,11.8,0,0.022936556,Health and Hygiene,177.6686,OUT018,2009,Medium,2,Supermarket Type2,2939.1269566034825
267,NCY30,20.25,0,0.02610006,Household,182.8976,OUT017,2007,,1,Supermarket Type1,2844.518812092083
268,FDQ46,7.51,0,0.10397443099999999,Snack Foods,112.1544,OUT049,1999,Medium,0,Supermarket Type1,1349.613201132659
269,FDG58,12.39452824519226,1,0.086360962,Snack Foods,153.7972,OUT027,1985,Medium,2,Supermarket Type3,2637.2306688711033
270,FDK33,17.85,0,0.011298801,Snack Foods,213.25599999999997,OUT017,2007,,1,Supermarket Type1,3385.0244687155246
271,NCD07,9.1,0,0.055541152999999996,Household,115.6518,OUT045,2002,,1,Supermarket Type1,1746.7527589480815
272,NCX29,12.860394607036962,0,0.088720803,Health and Hygiene,144.4102,OUT027,1985,Medium,2,Supermarket Type3,2402.851189285251
273,NCT42,5.88,0,0.024866608999999998,Household,148.3392,OUT013,1987,High,2,Supermarket Type1,2730.28392345833
274,DRN59,15.0,0,0.064129493,Hard Drinks,45.906000000000006,OUT035,2004,Small,1,Supermarket Type1,591.9437051887726
275,FDI44,16.1,0,0.10021391699999999,Fruits and Vegetables,79.0328,OUT035,2004,Small,1,Supermarket Type1,949.1886842411768
276,FDA45,21.25,0,0.15562125400000001,Snack Foods,178.237,OUT049,1999,Medium,0,Supermarket Type1,2129.672967622566
277,FDP31,21.1,1,0.161832494,Fruits and Vegetables,65.7168,OUT045,2002,,1,Supermarket Type1,566.269136631654
278,FDY01,11.8,1,0.17028349199999998,Canned,115.1834,OUT046,1997,Small,0,Supermarket Type1,1201.910875207297
279,FDT09,15.15,1,0.012313256000000002,Snack Foods,132.8284,OUT018,2009,Medium,2,Supermarket Type2,2358.9707587439734
280,DRH03,12.860394607036962,0,0.0,Dairy,94.81200000000001,OUT027,1985,Medium,2,Supermarket Type3,2015.1080990357514
281,FDA36,5.985,0,0.005689466,Baking Goods,186.6924,OUT018,2009,Medium,2,Supermarket Type2,3164.43476923259
282,NCF31,9.13,0,0.052140695,Household,153.4024,OUT017,2007,,1,Supermarket Type1,2292.883435242067
283,FDG14,9.0,1,0.050579228,Canned,151.3024,OUT049,1999,Medium,0,Supermarket Type1,2264.1777897635766
284,FDG28,12.39452824519226,1,0.04904165,Frozen Foods,245.5144,OUT027,1985,Medium,2,Supermarket Type3,4225.280152570998
285,FDU14,17.75,0,0.034806679,Dairy,250.175,OUT049,1999,Medium,0,Supermarket Type1,3777.4306937612164
286,FDY47,12.39452824519226,1,0.09539525800000001,Breads,131.131,OUT019,1985,Small,0,Grocery Store,1906.560424088937
287,FDI56,7.325,0,0.09353057099999999,Fruits and Vegetables,90.4146,OUT049,1999,Medium,0,Supermarket Type1,1056.9589565647111
288,DRD01,12.1,1,0.061124625999999994,Soft Drinks,56.4614,OUT013,1987,High,2,Supermarket Type1,1210.590813464234
289,FDM22,14.0,1,0.0,Snack Foods,54.864,OUT046,1997,Small,0,Supermarket Type1,996.2692406112437
290,FDH33,12.85,0,0.121624114,Snack Foods,42.2428,OUT013,1987,High,2,Supermarket Type1,649.081737870616
291,DRZ24,7.535,0,0.081719458,Soft Drinks,118.444,OUT013,1987,High,2,Supermarket Type1,2016.4241374414232
292,NCQ38,16.35,0,0.01336643,Others,105.228,OUT046,1997,Small,0,Supermarket Type1,1640.3393661069676
293,FDO16,12.860394607036962,0,0.015035032,Frozen Foods,84.025,OUT027,1985,Medium,2,Supermarket Type3,1782.2889434503268
294,FDU07,12.860394607036962,0,0.059557164,Fruits and Vegetables,149.2366,OUT027,1985,Medium,2,Supermarket Type3,2604.0651292731127
295,NCB07,19.2,0,0.077443049,Household,194.511,OUT013,1987,High,2,Supermarket Type1,3197.363719596029
296,FDU48,18.85,0,0.055470720999999994,Baking Goods,132.1284,OUT045,2002,,1,Supermarket Type1,1985.9972139166057
297,NCM43,14.5,0,0.019514866999999998,Others,165.12099999999998,OUT045,2002,,1,Supermarket Type1,2662.446227549517
298,FDR31,6.46,1,0.08228859,Fruits and Vegetables,144.4102,OUT010,1998,,2,Grocery Store,2374.512731448529
299,DRK49,14.15,0,0.036090136,Soft Drinks,41.1138,OUT018,2009,Medium,2,Supermarket Type2,753.9841679504207
300,NCI30,20.25,0,0.098645981,Household,244.74599999999998,OUT010,1998,,2,Grocery Store,3762.586506851003
301,DRD60,15.7,0,0.03744271,Soft Drinks,181.1634,OUT017,2007,,1,Supermarket Type1,2776.579836426543
302,NCG19,20.25,0,0.147933567,Household,235.3616,OUT046,1997,Small,0,Supermarket Type1,3075.548684202364
303,FDH12,9.6,0,0.084937598,Baking Goods,105.02799999999999,OUT035,2004,Small,1,Supermarket Type1,1431.176202697381
304,FDM32,20.5,0,0.020601136000000003,Fruits and Vegetables,91.68299999999999,OUT035,2004,Small,1,Supermarket Type1,1482.4767070185808
305,FDM27,12.35,1,0.15843938800000001,Meat,156.0946,OUT035,2004,Small,1,Supermarket Type1,1980.024643886878
306,NCU53,12.860394607036962,0,0.0,Health and Hygiene,165.7842,OUT027,1985,Medium,2,Supermarket Type3,3119.0591251424885
307,NCQ18,15.75,0,0.135072801,Household,99.17,OUT046,1997,Small,0,Supermarket Type1,1020.7631263835065
308,FDS10,19.2,0,0.035156307000000005,Snack Foods,179.1318,OUT013,1987,High,2,Supermarket Type1,3141.046712191037
309,FDB33,12.860394607036962,0,0.014509563999999999,Fruits and Vegetables,157.4262,OUT027,1985,Medium,2,Supermarket Type3,2926.2951206939942
310,FDI12,9.395,1,0.10031539099999999,Baking Goods,85.8856,OUT013,1987,High,2,Supermarket Type1,1503.5776340796438
311,NCW42,18.2,0,0.058420325,Household,221.4456,OUT013,1987,High,2,Supermarket Type1,3700.3811082751927
312,NCC06,19.0,0,0.027096297999999998,Household,128.6336,OUT018,2009,Medium,2,Supermarket Type2,2145.5990465012364
313,FDW02,4.805,1,0.037912667000000004,Dairy,125.8704,OUT017,2007,,1,Supermarket Type1,2011.1990094401917
314,NCD43,8.85,0,0.016110572,Household,104.2964,OUT017,2007,,1,Supermarket Type1,1685.3929145663133
315,FDM57,11.65,1,0.076158144,Snack Foods,82.9908,OUT018,2009,Medium,2,Supermarket Type2,1313.8430703607592
316,FDA58,9.395,0,0.104338095,Snack Foods,236.8932,OUT017,2007,,1,Supermarket Type1,3365.3178561380446
317,FDK56,9.695,0,0.129998012,Fruits and Vegetables,185.1898,OUT046,1997,Small,0,Supermarket Type1,2391.4988433692815
318,FDP52,18.7,1,0.0,Frozen Foods,231.201,OUT045,2002,,1,Supermarket Type1,3844.566089376851
319,FDW20,20.75,0,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Medium,2,Supermarket Type2,2082.3114838229303
320,FDS52,8.89,0,0.005483027,Frozen Foods,100.4016,OUT049,1999,Medium,0,Supermarket Type1,1590.3488461493725
321,NCT29,12.6,0,0.064371885,Health and Hygiene,119.8414,OUT018,2009,Medium,2,Supermarket Type2,1858.9997477491052
322,NCL54,12.6,0,0.08268494900000001,Household,176.6054,OUT013,1987,High,2,Supermarket Type1,2907.918620473665
323,FDC05,13.1,1,0.098984923,Frozen Foods,198.2768,OUT045,2002,,1,Supermarket Type1,2914.2675372129634
324,FDF34,9.3,1,0.014016743,Snack Foods,196.8084,OUT035,2004,Small,1,Supermarket Type1,3243.410099219749
325,FDP03,12.39452824519226,1,0.060880827,Meat,124.4388,OUT027,1985,Medium,2,Supermarket Type3,2290.778255209487
326,FDD32,17.7,1,0.068511767,Fruits and Vegetables,83.2276,OUT010,1998,,2,Grocery Store,1462.4245766790045
327,FDZ10,17.85,0,0.0,Snack Foods,127.50200000000001,OUT045,2002,,1,Supermarket Type1,2155.7404317991095
328,FDZ40,8.935,0,0.04017515,Frozen Foods,54.1298,OUT035,2004,Small,1,Supermarket Type1,834.2633114243145
329,FDD51,11.15,0,0.120441348,Dairy,43.7744,OUT018,2009,Medium,2,Supermarket Type2,435.8648805352859
330,NCY30,12.860394607036962,0,0.045440802999999995,Household,179.5976,OUT019,1985,Small,0,Grocery Store,2798.349836678961
331,FDP58,11.1,0,0.135906738,Snack Foods,217.9482,OUT017,2007,,1,Supermarket Type1,2931.0572786260745
332,FDV49,10.0,0,0.025973287999999997,Canned,264.3226,OUT017,2007,,1,Supermarket Type1,4129.846663434368
333,FDY24,12.39452824519226,1,0.23372937,Baking Goods,52.4298,OUT019,1985,Small,0,Grocery Store,84.05409929028974
334,NCO55,12.8,0,0.091552173,Others,107.1938,OUT017,2007,,1,Supermarket Type1,1397.1269903234643
335,FDR13,9.895,1,0.028883289,Canned,116.6492,OUT017,2007,,1,Supermarket Type1,1897.7636759598936
336,FDS51,13.35,0,0.03236252,Meat,62.0194,OUT017,2007,,1,Supermarket Type1,949.48578267228
337,FDP26,7.785,0,0.13983584400000001,Dairy,104.7306,OUT045,2002,,1,Supermarket Type1,1214.6189541943459
338,NCB54,12.860394607036962,0,0.049810328,Health and Hygiene,129.2336,OUT027,1985,Medium,2,Supermarket Type3,2335.082280771112
339,FDF32,16.35,0,0.068466049,Fruits and Vegetables,197.1426,OUT017,2007,,1,Supermarket Type1,2889.79039535805
340,FDN31,11.5,0,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Medium,2,Supermarket Type2,2900.9872322185583
341,DRM48,15.2,0,0.113535259,Soft Drinks,36.0848,OUT017,2007,,1,Supermarket Type1,191.69474586928845
342,FDN20,19.35,0,0.026222599,Fruits and Vegetables,169.0474,OUT049,1999,Medium,0,Supermarket Type1,2549.7970433268056
343,DRL01,19.5,1,0.0,Soft Drinks,233.1958,OUT046,1997,Small,0,Supermarket Type1,3760.3798109931886
344,FDV56,16.1,1,0.01361686,Fruits and Vegetables,107.2596,OUT049,1999,Medium,0,Supermarket Type1,1726.3443970208718
345,DRH13,12.860394607036962,0,0.023770287999999997,Soft Drinks,107.728,OUT027,1985,Medium,2,Supermarket Type3,2113.199530242593
346,FDA03,18.5,1,0.045720935,Dairy,145.6102,OUT017,2007,,1,Supermarket Type1,2260.104458659058
347,FDF47,12.860394607036962,0,0.097145513,Starchy Foods,223.8746,OUT027,1985,Medium,2,Supermarket Type3,3602.4566224884293
348,FDX32,15.1,1,0.099858247,Fruits and Vegetables,146.4786,OUT046,1997,Small,0,Supermarket Type1,1987.4348834890516
349,FDX57,17.25,1,0.047339698,Snack Foods,96.5068,OUT049,1999,Medium,0,Supermarket Type1,1411.1810592937836
350,NCA30,19.0,0,0.129596025,Household,190.5872,OUT045,2002,,1,Supermarket Type1,2574.42688854719
351,FDO49,10.6,1,0.033024662999999996,Breakfast,49.3008,OUT013,1987,High,2,Supermarket Type1,1223.4189461626993
352,FDL04,12.860394607036962,0,0.19596346399999998,Frozen Foods,105.1622,OUT019,1985,Small,0,Grocery Store,989.4779119619743
353,DRM48,15.2,0,0.11287532199999999,Soft Drinks,37.2848,OUT035,2004,Small,1,Supermarket Type1,246.64857940679212
354,FDR16,5.845,1,0.10493060900000001,Frozen Foods,212.3218,OUT013,1987,High,2,Supermarket Type1,3456.6089609057635
355,NCC19,6.57,0,0.097275225,Household,192.68200000000002,OUT018,2009,Medium,2,Supermarket Type2,2860.426681001296
356,NCE42,21.1,0,0.010623793999999999,Household,235.4958,OUT045,2002,,1,Supermarket Type1,3783.81748075199
357,FDY24,4.88,1,0.134248297,Baking Goods,54.9298,OUT017,2007,,1,Supermarket Type1,490.9279865231729
358,FDH19,19.35,0,0.033139916,Meat,175.4738,OUT049,1999,Medium,0,Supermarket Type1,2619.8384475055136
359,FDJ46,11.1,0,0.044786137000000004,Snack Foods,173.4054,OUT013,1987,High,2,Supermarket Type1,3024.735398605182
360,FDN45,19.35,0,0.197679823,Snack Foods,224.6088,OUT010,1998,,2,Grocery Store,3022.611309650907
361,FDY08,9.395,1,0.171042873,Fruits and Vegetables,139.9838,OUT035,2004,Small,1,Supermarket Type1,1680.1704932272223
362,FDZ37,8.1,1,0.019764765,Canned,86.6198,OUT035,2004,Small,1,Supermarket Type1,1506.733325075871
363,NCT30,9.1,0,0.08045572599999999,Household,47.3718,OUT045,2002,,1,Supermarket Type1,576.9157115816124
364,DRY23,9.395,1,0.109540783,Soft Drinks,41.9112,OUT018,2009,Medium,2,Supermarket Type2,534.4857168034359
365,NCZ30,6.59,0,0.026291649,Household,121.7098,OUT018,2009,Medium,2,Supermarket Type2,2063.46354101213
366,FDC44,15.6,0,0.173299972,Fruits and Vegetables,113.3518,OUT018,2009,Medium,2,Supermarket Type2,1281.5740193061029
367,FDB45,20.85,0,0.021325759,Fruits and Vegetables,104.6306,OUT035,2004,Small,1,Supermarket Type1,1680.1157273008394
368,FDY04,17.7,1,0.042441097000000004,Frozen Foods,163.221,OUT013,1987,High,2,Supermarket Type1,2942.0510018988607
369,FDM27,12.35,1,0.0,Meat,158.8946,OUT046,1997,Small,0,Supermarket Type1,2617.3695760772425
370,FDZ43,11.0,1,0.057381292,Fruits and Vegetables,241.2512,OUT017,2007,,1,Supermarket Type1,3710.6820809447127
371,FDT39,12.39452824519226,1,0.017277445,Meat,150.7366,OUT019,1985,Small,0,Grocery Store,2549.4005892203895
372,NCC06,12.860394607036962,0,0.047249645,Household,126.7336,OUT019,1985,Small,0,Grocery Store,1968.2426257635234
373,FDL15,12.860394607036962,0,0.046408927999999995,Meat,153.5682,OUT027,1985,Medium,2,Supermarket Type3,2728.311586301781
374,FDL57,15.1,1,0.067456225,Snack Foods,257.5304,OUT017,2007,,1,Supermarket Type1,3913.0278929307533
375,FDU08,10.3,0,0.027315417,Fruits and Vegetables,98.7042,OUT046,1997,Small,0,Supermarket Type1,1489.295522487897
376,FDK40,7.035,0,0.021972988,Frozen Foods,264.091,OUT017,2007,,1,Supermarket Type1,4148.822374896874
377,FDQ12,12.65,0,0.059270332,Baking Goods,229.101,OUT010,1998,,2,Grocery Store,3703.0668684798766
378,FDS48,15.15,0,0.027936385,Baking Goods,151.1708,OUT017,2007,,1,Supermarket Type1,2352.150160556179
379,FDP09,19.75,0,0.033958586,Snack Foods,212.0902,OUT045,2002,,1,Supermarket Type1,3321.223216779086
380,FDW21,5.34,1,0.005973153,Snack Foods,99.0358,OUT049,1999,Medium,0,Supermarket Type1,1650.6326586266914
381,FDY25,12.0,0,0.033968012,Canned,181.0976,OUT035,2004,Small,1,Supermarket Type1,2830.6027570298284
382,DRE13,6.28,0,0.027861814,Soft Drinks,85.5198,OUT017,2007,,1,Supermarket Type1,1347.0741883436021
383,FDV43,12.860394607036962,0,0.134564284,Fruits and Vegetables,42.7086,OUT019,1985,Small,0,Grocery Store,283.59944947662734
384,FDD22,10.0,0,0.099851786,Snack Foods,111.7544,OUT045,2002,,1,Supermarket Type1,1492.8728024438242
385,FDM46,12.860394607036962,0,0.280083047,Snack Foods,92.712,OUT019,1985,Small,0,Grocery Store,431.97851708440066
386,NCO30,19.5,0,0.026320247,Household,184.9608,OUT010,1998,,2,Grocery Store,3146.8090600231553
387,FDM25,10.695,1,0.060665739,Breakfast,173.7712,OUT046,1997,Small,0,Supermarket Type1,2589.3194099019493
388,NCN41,17.0,0,0.052290474,Health and Hygiene,122.87299999999999,OUT049,1999,Medium,0,Supermarket Type1,1722.9990254139666
389,FDU24,6.78,1,0.140447292,Baking Goods,93.31200000000001,OUT045,2002,,1,Supermarket Type1,1113.4813094133788
390,FDZ50,12.8,1,0.079076331,Dairy,183.7608,OUT046,1997,Small,0,Supermarket Type1,2661.32819701283
391,FDP45,15.7,1,0.030599357999999997,Snack Foods,251.4724,OUT013,1987,High,2,Supermarket Type1,4369.552220458332
392,NCM54,17.7,0,0.051042366,Household,126.1678,OUT045,2002,,1,Supermarket Type1,1914.4819989121752
393,FDW10,12.860394607036962,0,0.123745045,Snack Foods,175.33700000000002,OUT019,1985,Small,0,Grocery Store,2393.3901316380725
394,FDP20,19.85,0,0.04592756,Fruits and Vegetables,127.902,OUT017,2007,,1,Supermarket Type1,1904.0313040015644
395,FDK32,16.25,1,0.048975573,Fruits and Vegetables,151.0682,OUT046,1997,Small,0,Supermarket Type1,2276.8600101230404
396,FDN52,9.395,1,0.13177444,Frozen Foods,87.7198,OUT049,1999,Medium,0,Supermarket Type1,923.2752987435597
397,FDM58,16.85,1,0.0,Snack Foods,111.0544,OUT045,2002,,1,Supermarket Type1,1979.0140025276705
398,FDZ46,12.860394607036962,0,0.068788985,Snack Foods,110.8228,OUT027,1985,Medium,2,Supermarket Type3,1966.6199686560904
399,NCA18,10.1,0,0.05630601,Household,117.1492,OUT018,2009,Medium,2,Supermarket Type2,1856.4589030528914
400,FDD35,12.15,0,0.025864428999999998,Starchy Foods,121.844,OUT046,1997,Small,0,Supermarket Type1,1852.212205349144
401,NCK31,10.895,0,0.02704266,Others,49.4666,OUT035,2004,Small,1,Supermarket Type1,815.0427468740454
402,FDI40,12.39452824519226,1,0.124994714,Frozen Foods,100.5358,OUT027,1985,Medium,2,Supermarket Type3,1641.6641659975103
403,FDT50,12.39452824519226,1,0.189512493,Dairy,97.7752,OUT019,1985,Small,0,Grocery Store,980.6381751311237
404,NCT06,17.1,0,0.038737554,Household,164.7842,OUT046,1997,Small,0,Supermarket Type1,2455.6463792888208
405,FDT31,19.75,0,0.012445941,Fruits and Vegetables,187.8872,OUT035,2004,Small,1,Supermarket Type1,3015.511807922867
406,FDT45,15.85,0,0.05740255,Snack Foods,53.0956,OUT049,1999,Medium,0,Supermarket Type1,617.5678732729575
